序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
447,2490,23.11582,112.226072,198.9,19.8,16.0,0.527
448,1831,23.115792,112.228016,200.2,24.9,32.0,0.68
449,1737,23.11594,112.229967,201.8,29.4,39.0,0.759
450,1919,23.116342,112.231891,170.8,18.0,10.0,0.516
451,2616,23.117871,112.232046,210.0,23.0,21.0,0.603
452,2271,23.117584,112.234075,201.6,25.4,33.0,0.748
453,1535,23.117782,112.236035,208.1,32.4,46.0,0.779
454,1557,23.118171,112.238025,385.0,90.0,1.0,0.405
455,3668,23.118667,112.241751,203.4,45.1,12.0,0.501
456,6160,23.118815,112.243733,264.6,95.2,6.0,0.387
457,1586,23.119958,112.246002,206.8,28.6,47.0,0.799
458,1619,23.120332,112.247983,190.2,32.0,41.0,0.777
459,2410,23.120681,112.249803,181.7,32.0,15.0,0.74
460,5123,23.120807,112.251575,272.3,44.0,6.0,0.394
461,1516,23.121858,112.253979,208.7,31.7,47.0,0.789
462,1652,23.122333,112.255954,182.6,36.4,33.0,0.778
463,3116,23.122722,112.257688,205.9,26.7,6.0,0.635
464,7868,23.122788,112.259701,283.7,14.0,1.0,0.405
465,1772,23.124253,112.261972,184.0,32.5,27.0,0.714
466,3487,23.124721,112.263698,195.9,33.4,4.0,0.567
467,8658,23.124566,112.265605,157.6,26.4,3.0,0.611
468,1684,23.125945,112.265959,294.0,43.5,8.0,0.401
469,2235,23.127785,112.268024,203.7,29.4,29.0,0.754
470,1939,23.128018,112.27,203.4,33.7,21.0,0.721
471,3440,23.128476,112.271925,280.4,23.0,1.0,0.405
472,2965,23.130389,112.273712,171.1,28.4,3.0,0.528
473,11143,23.130402,112.275385,208.0,28.2,3.0,0.597
474,2669,23.132244,112.275744,207.5,31.4,18.0,0.689
475,1630,23.134107,112.275861,197.3,32.5,19.0,0.604
476,1866,23.135849,112.276233,303.3,31.0,9.0,0.405
477,1350,23.138015,112.278036,288.9,30.0,7.0,0.405
478,1364,23.140057,112.279783,210.2,27.7,37.0,0.702
479,1152,23.141933,112.280033,216.5,37.2,32.0,0.637
480,1712,23.143815,112.280575,202.0,49.0,15.0,0.616
481,4462,23.145621,112.280787,231.3,40.8,7.0,0.501
482,6933,23.147682,112.280476,161.9,30.0,0.0,0.467
483,811,23.147946,112.282033,121.0,25.6,7.0,0.701
484,6272,23.14845,112.283082,195.4,26.1,8.0,0.634
485,3230,23.150205,112.28318,215.0,24.4,21.0,0.655
486,1978,23.152128,112.283399,213.8,25.4,32.0,0.68
487,1248,23.154047,112.283546,220.4,30.9,42.0,0.712
488,866,23.156019,112.283756,215.2,32.7,56.0,0.815
489,894,23.157921,112.284142,221.9,31.2,49.0,0.801
490,1450,23.159895,112.284461,262.4,29.5,11.0,0.539
491,1312,23.161978,112.285668,225.1,27.0,41.0,0.803
492,1241,23.163968,112.286071,192.1,25.8,27.0,0.764
493,2732,23.165639,112.286547,300.2,14.0,3.0,0.405
494,1961,23.167772,112.288348,180.8,16.1,2.0,0.519
495,8592,23.169396,112.288253,207.4,23.3,2.0,0.543
496,2307,23.16959,112.29027,187.5,28.7,29.0,0.744
497,1331,23.170099,112.292019,139.8,22.1,11.0,0.75
498,4820,23.1713,112.292422,176.4,24.0,13.0,0.736
499,2165,23.17152,112.29413,205.2,25.5,31.0,0.749
500,1273,23.171792,112.296116,261.0,18.7,3.0,0.533
501,6376,23.173201,112.298158,200.6,18.1,4.0,0.604
502,5994,23.173293,112.300118,167.7,23.7,5.0,0.639
503,6436,23.173316,112.301758,223.1,20.3,3.0,0.585
504,7193,23.173228,112.303939,198.4,21.9,3.0,0.633
505,7891,23.173115,112.305875,225.5,16.4,1.0,0.472
506,11489,23.173156,112.308081,233.3,20.8,1.0,0.512
507,1414,23.171957,112.309953,211.4,34.2,47.0,0.771
508,1430,23.171847,112.312018,205.7,28.2,45.0,0.823
509,1406,23.171709,112.314024,204.3,32.2,44.0,0.743
510,1378,23.171643,112.316021,202.0,35.9,41.0,0.699
511,1525,23.17165,112.317997,201.3,40.1,34.0,0.665
512,1184,23.171822,112.319957,258.7,32.3,4.0,0.654
513,1889,23.170498,112.322039,197.0,34.8,36.0,0.653
514,1552,23.170506,112.323966,89.3,30.0,3.0,0.405
515,3961,23.171305,112.323878,238.5,24.9,2.0,0.556
516,1374,23.170368,112.325976,211.4,27.9,45.0,0.8
517,1453,23.170126,112.328027,235.2,29.6,45.0,0.764
518,902,23.169962,112.330321,113.7,29.2,40.0,0.754
519,862,23.170388,112.331332,261.8,34.7,27.0,0.698
520,3272,23.169401,112.333658,245.4,62.3,8.0,0.454
521,4131,23.169873,112.336002,323.0,25.0,1.0,0.405
522,1738,23.167602,112.337972,178.6,26.9,19.0,0.723
523,3969,23.167467,112.339712,141.5,24.8,16.0,0.749
524,1426,23.16624,112.340079,193.1,26.4,37.0,0.812
525,1660,23.16571,112.341877,284.0,30.3,9.0,0.507
526,1317,23.164135,112.344065,257.4,30.2,11.0,0.593
527,1452,23.161821,112.343996,226.9,29.9,14.0,0.614
528,1476,23.162212,112.346174,162.0,27.2,34.0,0.784
529,2278,23.16159,112.347607,175.6,23.8,34.0,0.804
530,1228,23.160102,112.34818,211.2,33.4,15.0,0.588
531,1280,23.158202,112.348154,196.9,34.0,18.0,0.587
532,867,23.157947,112.35006,190.7,47.1,28.0,0.552
533,1126,23.156242,112.35025,158.4,30.4,28.0,0.602
534,801,23.155764,112.351709,177.2,26.7,57.0,0.827
535,704,23.154257,112.352275,185.3,37.2,13.0,0.483
536,4170,23.152654,112.352769,153.9,45.5,13.0,0.444
537,593,23.152025,112.35411,195.7,30.0,21.0,0.405
538,1930,23.150293,112.354446,151.4,30.3,16.0,0.507
539,668,23.149873,112.355855,193.9,53.9,38.0,0.0
540,1122,23.148145,112.356107,166.8,21.5,27.0,0.383
541,974,23.147805,112.357696,181.6,30.0,51.0,0.813
542,924,23.146198,112.358017,159.9,31.8,47.0,0.73
543,1740,23.145658,112.359466,187.1,31.0,52.0,0.787
544,871,23.144123,112.360214,138.7,30.3,48.0,0.765
545,2705,23.143406,112.361323,169.5,30.0,48.0,0.773
546,908,23.142061,112.362104,298.9,83.0,5.0,0.0
547,989,23.140075,112.364074,173.0,27.3,43.0,0.813
548,2299,23.139442,112.365619,184.2,49.3,10.0,0.673
549,8171,23.139194,112.3674,159.6,47.0,7.0,0.612
550,1643,23.137828,112.367881,220.0,23.6,12.0,0.527
551,1892,23.135851,112.367935,215.0,24.7,17.0,0.551
552,2096,23.136299,112.36998,207.3,27.0,30.0,0.725
553,1834,23.135917,112.371965,196.6,30.3,37.0,0.764
554,2895,23.135578,112.373852,192.3,53.7,24.0,0.537
555,4615,23.135401,112.375723,185.6,44.6,14.0,0.633
556,6651,23.135222,112.377527,145.7,32.3,9.0,0.628
557,2050,23.134003,112.37805,195.3,26.2,40.0,0.786
558,2179,23.13367,112.379925,198.1,31.9,35.0,0.766
559,2809,23.133544,112.381858,193.1,45.5,25.0,0.67
560,4326,23.133435,112.383742,188.8,42.4,14.0,0.598
561,5974,23.133176,112.385568,108.5,41.8,11.0,0.648
562,2147,23.132324,112.386084,207.0,34.7,45.0,0.764
563,1897,23.132006,112.388079,200.0,33.1,43.0,0.811
564,2296,23.131581,112.38998,186.7,33.3,27.0,0.777
565,3751,23.131236,112.391767,81.6,36.9,18.0,0.735
566,3172,23.130638,112.39223,179.5,29.4,35.0,0.798
567,1790,23.130252,112.393935,210.1,37.1,33.0,0.75
568,2565,23.129535,112.395835,148.2,28.3,7.0,0.735
569,8647,23.129156,112.397225,142.5,26.3,7.0,0.729
570,1838,23.128076,112.397976,169.9,33.0,17.0,0.688
571,4923,23.127333,112.399428,162.2,29.0,17.0,0.716
572,1645,23.125951,112.399935,152.6,24.6,11.0,0.719
573,5818,23.125348,112.401275,162.4,45.4,11.0,0.597
574,2481,23.123948,112.401725,286.0,30.0,1.0,0.405
575,6367,23.121749,112.403178,198.4,54.9,7.0,0.572
576,5468,23.11997,112.403322,205.4,31.6,8.0,0.585
577,5932,23.118124,112.403252,191.8,39.4,4.0,0.516
578,8495,23.116402,112.403141,314.1,17.0,1.0,0.405
579,2411,23.113914,112.401686,185.8,39.5,21.0,0.647
580,3433,23.112273,112.401344,196.2,31.2,8.0,0.596
581,6653,23.110513,112.40121,118.6,36.6,8.0,0.588
582,1674,23.109942,112.40023,215.3,38.2,42.0,0.636
583,1752,23.108058,112.399747,204.1,26.1,28.0,0.695
584,3266,23.106273,112.399281,93.5,26.6,13.0,0.646
585,2503,23.10582,112.398511,212.1,33.6,43.0,0.663
586,1225,23.103942,112.398149,217.7,35.8,51.0,0.778
587,1691,23.102054,112.397586,96.5,32.8,11.0,0.649
588,4255,23.101689,112.39673,206.4,33.6,22.0,0.656
589,1678,23.099853,112.396429,209.7,29.8,45.0,0.705
590,1180,23.098015,112.395974,220.1,26.3,53.0,0.79
591,1313,23.096072,112.395562,216.6,34.3,40.0,0.705
592,2430,23.094137,112.395319,217.3,32.2,22.0,0.696
593,3996,23.092183,112.395316,221.0,45.6,12.0,0.608
594,5524,23.090198,112.395412,250.6,26.6,6.0,0.532
595,5884,23.087949,112.395258,225.2,30.2,5.0,0.542
596,5438,23.085925,112.39535,260.8,30.0,1.0,0.405
597,748,23.083963,112.393953,212.0,28.4,63.0,0.807
598,760,23.082064,112.39414,222.1,46.8,59.0,0.631
599,1042,23.080067,112.394114,223.3,27.4,50.0,0.783
600,1489,23.078059,112.394132,224.2,30.3,42.0,0.777
601,1846,23.076049,112.39431,287.1,38.1,5.0,0.473
602,925,23.073947,112.39594,219.4,45.3,47.0,0.567
603,781,23.071979,112.396094,205.7,33.8,59.0,0.753
604,951,23.070131,112.396023,300.1,51.0,4.0,0.405
605,1105,23.067993,112.397813,142.3,10.5,5.0,0.457
606,1483,23.068085,112.396425,187.1,33.0,24.0,0.732
607,3862,23.066438,112.396802,142.2,26.5,22.0,0.783
608,713,23.065946,112.398085,278.4,22.0,6.0,0.405
609,1328,23.063826,112.399531,222.4,64.5,26.0,0.366
610,835,23.061901,112.400119,201.7,31.1,43.0,0.641
611,1055,23.060091,112.399999,201.4,36.5,31.0,0.58
612,2950,23.058361,112.400581,293.7,35.3,5.0,0.551
613,1680,23.056235,112.402284,303.4,19.0,6.0,0.405
614,1466,23.05416,112.40421,165.9,23.0,5.0,0.744
615,8509,23.052722,112.404645,161.5,27.0,5.0,0.636
616,1554,23.052242,112.406134,159.5,24.4,3.0,0.703
617,12008,23.050906,112.4067,164.3,24.9,3.0,0.717
618,2295,23.050441,112.408224,195.1,29.6,34.0,0.742
619,934,23.050098,112.410095,160.7,27.7,24.0,0.776
620,3956,23.048737,112.410625,171.2,24.4,24.0,0.762
621,1362,23.048136,112.412165,271.5,23.7,7.0,0.677
622,3020,23.046652,112.414272,194.4,33.3,27.0,0.747
623,1402,23.046099,112.416074,280.5,27.5,2.0,0.58
624,4134,23.044729,112.418376,187.3,27.8,16.0,0.759
625,1742,23.044432,112.420178,196.0,27.4,42.0,0.798
626,1342,23.043971,112.422027,211.1,30.5,50.0,0.748
627,1165,23.043739,112.424074,215.6,31.7,48.0,0.62
628,923,23.044343,112.426077,193.0,34.9,48.0,0.568
629,940,23.044315,112.427963,208.1,35.3,34.0,0.402
630,1187,23.0442,112.429993,205.0,31.0,29.0,0.46
631,1341,23.043996,112.431984,213.6,31.7,27.0,0.497
632,1304,23.043819,112.434063,200.3,74.0,26.0,0.332
633,1368,23.043581,112.436003,181.5,23.0,2.0,0.405
634,1216,23.041949,112.435982,209.4,29.6,55.0,0.815
635,1243,23.041798,112.438021,201.6,28.7,56.0,0.81
636,1067,23.041716,112.439989,209.8,32.9,61.0,0.666
637,793,23.041647,112.442039,206.0,42.5,65.0,0.68
638,719,23.041596,112.444051,197.8,34.1,65.0,0.728
639,763,23.041496,112.445982,205.0,35.4,54.0,0.621
640,932,23.041504,112.447985,73.8,26.5,4.0,0.741
641,3650,23.040863,112.448174,187.0,27.0,18.0,0.774
642,2261,23.040731,112.449996,202.4,34.3,31.0,0.756
643,1865,23.040699,112.451974,208.8,32.6,39.0,0.773
644,1594,23.040572,112.45401,205.6,30.6,46.0,0.8
645,1267,23.040462,112.456016,202.6,33.5,52.0,0.744
646,1199,23.040337,112.457991,204.5,34.6,56.0,0.814
647,1144,23.040164,112.459981,204.8,29.3,55.0,0.805
648,1164,23.040042,112.461978,205.1,34.2,52.0,0.703
649,1125,23.039897,112.463977,209.1,29.5,53.0,0.763
650,1178,23.039788,112.466016,203.5,27.5,52.0,0.83
651,1242,23.039652,112.468,205.8,25.4,51.0,0.836
652,1260,23.039538,112.470007,205.2,30.2,52.0,0.782
653,1073,23.039469,112.472011,207.7,34.8,55.0,0.762
654,929,23.039428,112.474041,208.1,30.6,58.0,0.777
655,745,23.03947,112.476074,201.1,31.0,64.0,0.734
656,637,23.039604,112.478034,77.5,23.7,1.0,0.451
657,8414,23.038954,112.477761,245.7,3.0,1.0,0.405
658,573,23.039845,112.479959,203.0,24.2,65.0,0.841
659,660,23.040027,112.481932,204.0,36.8,57.0,0.717
660,1009,23.040184,112.483918,142.9,39.8,6.0,0.538
661,1229,23.041459,112.484094,207.1,40.2,31.0,0.491
662,945,23.041917,112.486056,198.7,36.6,38.0,0.543
663,750,23.042205,112.487972,209.2,28.7,50.0,0.704
664,992,23.041802,112.489969,205.7,27.3,49.0,0.827
665,1289,23.042258,112.491918,190.0,23.9,30.0,0.789
666,2873,23.04262,112.493732,169.5,21.9,5.0,0.665
667,7672,23.042849,112.495369,138.6,21.8,5.0,0.689
668,1170,23.043963,112.495978,232.9,29.7,5.0,0.507
669,1284,23.046057,112.495919,218.0,30.5,22.0,0.539
670,1412,23.045956,112.498046,207.7,31.8,41.0,0.716
671,1136,23.04593,112.500077,185.7,28.5,38.0,0.841
672,2320,23.046638,112.50172,111.2,27.9,33.0,0.829
673,1555,23.047589,112.502055,200.9,25.3,48.0,0.83
674,1058,23.048079,112.503945,288.4,60.0,12.0,0.405
675,1369,23.049583,112.506242,183.6,26.4,49.0,0.815
676,1275,23.050356,112.507828,145.0,30.3,10.0,0.757
677,7202,23.050773,112.509171,138.8,27.3,10.0,0.753
678,1054,23.051763,112.509996,288.2,28.0,6.0,0.405
679,1709,23.054354,112.509898,271.6,30.0,7.0,0.405
680,2140,23.053434,112.512357,180.2,27.9,45.0,0.857
681,1051,23.054197,112.513911,160.9,27.9,18.0,0.806
682,5427,23.054836,112.515322,123.6,24.7,18.0,0.816
683,1115,23.055708,112.516071,308.8,30.0,7.0,0.467
684,2667,23.058469,112.51574,138.7,31.0,13.0,0.405
685,1762,23.059605,112.516299,172.5,30.0,22.0,0.405
686,1558,23.060316,112.517797,140.5,29.0,15.0,0.405
687,3204,23.061434,112.518438,296.0,42.0,3.0,0.411
688,5165,23.063266,112.520537,335.0,32.0,2.0,0.46
689,5792,23.065508,112.522725,291.9,58.0,2.0,0.385
690,4145,23.067429,112.524668,323.9,30.0,2.0,0.405
691,843,23.069862,112.526409,135.5,30.4,18.0,0.694
692,1143,23.070158,112.527694,217.6,27.2,51.0,0.792
693,648,23.072109,112.527864,205.7,32.4,62.0,0.725
694,632,23.073955,112.527986,219.2,44.6,38.0,0.454
695,1030,23.075901,112.528326,208.0,43.2,21.0,0.469
696,2346,23.07776,112.528549,206.5,30.0,9.0,0.405
697,4671,23.079609,112.528729,289.7,30.5,3.0,0.463
698,1151,23.081767,112.530316,228.6,29.5,16.0,0.463
699,2937,23.083815,112.530502,152.5,24.3,8.0,0.382
700,622,23.084,112.531979,152.0,29.5,11.0,0.785
701,6476,23.084612,112.533308,182.1,36.6,12.0,0.705
702,1570,23.086244,112.533457,198.4,25.9,50.0,0.806
703,683,23.087974,112.533928,203.0,22.9,36.0,0.65
704,1238,23.089771,112.53428,157.7,25.9,27.0,0.687
705,922,23.090123,112.535774,173.7,38.6,16.0,0.73
706,5551,23.090625,112.537381,177.8,35.3,16.0,0.698
707,1237,23.092176,112.537803,197.8,23.7,34.0,0.64
708,952,23.093943,112.538024,191.1,26.6,34.0,0.656
709,1191,23.094197,112.539872,202.8,20.5,29.0,0.539
710,1222,23.096018,112.539968,201.8,17.7,29.0,0.564
711,1034,23.096044,112.541941,229.8,24.3,13.0,0.405
712,1351,23.09811,112.541955,216.7,10.0,16.0,0.48
713,1017,23.097843,112.544053,168.5,25.6,49.0,0.847
714,2441,23.098612,112.545473,304.8,120.0,3.0,0.405
715,1504,23.100461,112.547673,167.2,31.5,47.0,0.804
716,1286,23.101909,112.548117,176.0,30.0,17.0,0.405
717,2679,23.103466,112.548427,176.3,30.0,21.0,0.405
718,1189,23.104045,112.550031,183.2,27.3,36.0,0.48
719,955,23.104183,112.551817,153.7,27.9,4.0,0.802
720,11795,23.104877,112.553116,161.5,30.2,4.0,0.77
721,1096,23.106218,112.553723,193.6,29.2,50.0,0.844
722,741,23.10792,112.554122,149.2,26.6,41.0,0.819
723,1844,23.108369,112.555497,190.0,35.5,46.0,0.761
724,600,23.110023,112.555965,188.6,48.8,38.0,0.557
725,1615,23.11163,112.556551,214.2,30.0,2.0,0.405
726,10569,23.113543,112.556802,154.9,30.0,1.0,0.405
727,653,23.113798,112.558291,130.1,36.5,42.0,0.764
728,2325,23.114498,112.559311,190.1,34.1,46.0,0.746
729,571,23.116107,112.559939,145.5,32.9,11.0,0.779
730,6828,23.116815,112.561136,169.2,44.1,12.0,0.695
731,1026,23.118279,112.561586,182.2,34.2,61.0,0.824
732,742,23.119826,112.562172,145.9,36.6,49.0,0.769
733,2386,23.120477,112.563411,178.0,43.1,53.0,0.74
734,834,23.121973,112.56403,310.0,30.0,17.0,0.405
735,970,23.124036,112.56607,137.4,33.0,8.0,0.78
736,8656,23.124793,112.567131,154.2,33.8,8.0,0.788
737,1129,23.126057,112.567753,223.0,31.2,46.0,0.799
738,870,23.128054,112.567953,155.0,29.4,41.0,0.787
739,2020,23.128394,112.569423,207.4,28.5,48.0,0.795
740,692,23.130196,112.569946,144.5,24.0,10.0,0.725
741,5829,23.130642,112.571273,183.2,61.7,10.0,0.447
742,1043,23.132274,112.571517,193.6,29.0,56.0,0.766
743,546,23.133942,112.572057,196.0,35.6,56.0,0.7
744,1370,23.135606,112.572689,108.2,42.7,42.0,0.577
745,960,23.136338,112.573387,194.2,29.0,58.0,0.675
746,551,23.138002,112.573965,208.2,36.3,64.0,0.728
747,976,23.139786,112.574583,165.3,37.5,18.0,0.698
748,5682,23.141247,112.574879,122.4,36.0,18.0,0.749
749,636,23.14194,112.575809,212.6,35.4,54.0,0.722
750,1153,23.143764,112.57643,158.8,38.2,25.0,0.577
751,1041,23.144166,112.57792,194.8,32.0,37.0,0.562
752,853,23.145918,112.577924,186.7,39.6,17.0,0.552
753,1501,23.146181,112.579727,194.8,32.8,25.0,0.519
754,1039,23.147918,112.579976,211.9,31.9,40.0,0.648
755,1435,23.149811,112.580206,180.2,29.6,10.0,0.783
756,5995,23.151379,112.580653,157.1,34.6,10.0,0.632
757,1410,23.15195,112.582059,162.2,23.7,18.0,0.798
758,4788,23.153326,112.582588,163.0,27.2,18.0,0.767
759,1454,23.154012,112.583996,299.4,30.0,15.0,0.405
760,1568,23.156017,112.585951,154.7,27.2,13.0,0.788
761,5343,23.157314,112.586498,174.7,31.6,13.0,0.719
762,1659,23.157923,112.588073,160.7,24.0,10.0,0.748
763,6930,23.159216,112.588775,162.5,27.7,10.0,0.709
764,1963,23.159786,112.590238,178.3,29.2,38.0,0.781
765,1791,23.160169,112.591932,156.1,27.1,23.0,0.788
766,3270,23.161526,112.59232,178.0,30.6,24.0,0.682
767,1642,23.162085,112.593951,139.4,28.1,12.0,0.731
768,6207,23.163184,112.594607,171.7,36.0,11.0,0.596
769,2181,23.163594,112.596226,186.7,33.3,38.0,0.74
770,1755,23.164156,112.597946,134.9,24.0,13.0,0.77
771,5449,23.165247,112.598523,164.7,24.9,13.0,0.753
772,2422,23.165589,112.60009,288.2,23.0,1.0,0.448
773,8602,23.167215,112.602285,201.9,21.5,4.0,0.631
774,3874,23.167327,112.604256,190.1,26.9,17.0,0.758
775,2390,23.167533,112.606102,199.5,27.9,32.0,0.784
776,1610,23.167647,112.60805,262.3,20.0,1.0,0.494
777,11119,23.169225,112.609958,230.8,21.7,1.0,0.523
778,7660,23.169178,112.612215,188.0,32.9,4.0,0.612
779,6099,23.169162,112.614055,219.6,22.7,6.0,0.678
780,4737,23.169214,112.616202,182.6,27.0,11.0,0.753
781,4335,23.169256,112.617988,209.6,27.1,13.0,0.785
782,3555,23.169267,112.620038,209.0,29.7,18.0,0.748
783,2850,23.169231,112.622082,194.1,30.9,29.0,0.743
784,2119,23.169238,112.623981,204.9,27.6,36.0,0.78
785,1869,23.169321,112.625983,209.4,28.3,38.0,0.805
786,1561,23.169397,112.62803,206.4,28.3,41.0,0.788
787,1333,23.169515,112.630045,202.9,29.3,45.0,0.815
788,1036,23.169621,112.632026,202.3,30.0,50.0,0.754
789,918,23.169767,112.633999,210.4,27.0,52.0,0.799
790,810,23.169862,112.636054,206.6,27.2,56.0,0.812
791,863,23.169872,112.638076,198.8,37.5,61.0,0.661
792,728,23.169883,112.640021,199.7,30.9,64.0,0.742
793,711,23.169966,112.641972,189.9,29.5,4.0,0.463
794,3349,23.171667,112.642145,201.0,30.0,12.0,0.467
795,2599,23.171947,112.644088,204.6,24.0,15.0,0.414
796,2139,23.172053,112.646086,219.6,29.0,2.0,0.459
797,6749,23.174025,112.646193,213.4,30.0,2.0,0.405
798,4777,23.173255,112.648104,207.5,57.6,4.0,0.0
799,3852,23.173388,112.650129,197.4,15.0,7.0,0.405
800,3649,23.173614,112.652044,205.1,30.0,10.0,0.405
801,3491,23.173711,112.654048,205.7,30.0,11.0,0.467
802,3067,23.173704,112.65606,197.6,51.2,15.0,0.41
803,2541,23.173553,112.657985,209.9,30.0,17.0,0.405
804,2305,23.173644,112.660036,403.4,30.0,1.0,0.405
805,2037,23.173675,112.663982,107.3,19.5,1.0,0.374
806,3335,23.172711,112.663999,287.0,5.0,1.0,0.405
807,1462,23.17013,112.664006,207.3,28.4,50.0,0.823
808,1603,23.170112,112.666034,197.9,35.8,50.0,0.8
809,1562,23.170083,112.667969,213.3,38.6,51.0,0.759
810,1539,23.170086,112.670056,201.1,34.1,52.0,0.788
811,1540,23.170151,112.672022,201.0,31.1,51.0,0.8
812,1656,23.17022,112.673987,206.3,31.0,51.0,0.813
813,1380,23.170322,112.676002,201.2,41.1,54.0,0.737
814,1437,23.170366,112.67797,206.7,29.0,52.0,0.847
815,1375,23.170485,112.679987,205.2,29.1,51.0,0.806
816,1379,23.170468,112.681995,206.5,27.2,54.0,0.857
817,1334,23.170433,112.684014,271.5,31.4,1.0,0.643
818,11221,23.168955,112.686128,208.8,28.1,2.0,0.645
819,11203,23.168913,112.688171,175.8,26.1,2.0,0.611
820,10370,23.168832,112.689888,193.2,26.3,2.0,0.619
821,11202,23.168747,112.691775,255.5,27.0,2.0,0.445
822,8587,23.168662,112.694273,194.9,28.6,4.0,0.62
823,6821,23.168888,112.696163,177.5,35.0,7.0,0.658
824,4659,23.168827,112.697898,430.3,30.0,1.0,0.405
825,2468,23.168673,112.702104,200.7,35.0,38.0,0.711
826,1861,23.1686,112.704066,198.0,32.9,49.0,0.81
827,1468,23.168423,112.705993,208.7,32.7,54.0,0.804
828,1429,23.16819,112.708019,208.8,34.1,55.0,0.795
829,1428,23.167979,112.710049,202.5,32.3,55.0,0.822
830,1382,23.167781,112.712018,205.7,32.7,55.0,0.792
831,1325,23.167607,112.714021,226.5,27.0,4.0,0.441
832,6633,23.166921,112.716107,182.7,24.9,5.0,0.624
833,5652,23.166805,112.71789,218.1,24.4,6.0,0.62
834,4962,23.166725,112.720021,206.5,33.4,8.0,0.773
835,4899,23.166729,112.722041,204.7,28.9,8.0,0.773
836,5295,23.166765,112.724043,183.9,27.2,7.0,0.748
837,5741,23.166818,112.725841,190.5,25.1,4.0,0.718
838,8083,23.166858,112.727703,215.7,25.8,2.0,0.563
839,11598,23.166626,112.729798,216.5,28.0,2.0,0.474
840,11599,23.166748,112.731911,267.9,30.0,1.0,0.467
841,1261,23.168255,112.733956,210.8,30.6,51.0,0.801
842,1492,23.168394,112.736013,149.3,27.5,0.0,0.509
843,1066,23.169736,112.736037,206.3,35.0,37.0,0.562
844,937,23.169921,112.738045,203.4,27.4,44.0,0.566
845,814,23.170028,112.740031,148.6,41.3,4.0,0.0
846,2287,23.168694,112.739959,199.5,37.2,27.0,0.733
847,3338,23.168639,112.74191,214.6,35.6,18.0,0.714
848,3965,23.168738,112.744006,206.2,31.7,17.0,0.761
849,4587,23.16878,112.746023,199.2,37.2,15.0,0.676
850,4930,23.168753,112.747971,208.3,41.2,14.0,0.617
851,5364,23.168586,112.75,219.4,53.0,13.0,0.572
852,5506,23.168512,112.752145,192.4,31.1,15.0,0.703
853,4830,23.168486,112.754027,164.3,30.0,0.0,0.405
854,816,23.169963,112.75398,202.5,25.2,57.0,0.748
855,823,23.169965,112.75596,209.3,30.4,51.0,0.679
856,838,23.169984,112.758007,264.4,25.5,5.0,0.504
857,2274,23.168534,112.760056,206.5,35.0,43.0,0.773
858,1494,23.168327,112.762063,207.1,27.4,50.0,0.789
859,1212,23.168068,112.76407,277.5,31.0,7.0,0.467
860,4075,23.166655,112.766307,196.0,33.5,26.0,0.753
861,1765,23.166489,112.768216,200.0,28.2,48.0,0.802
862,1133,23.166013,112.770102,274.3,27.4,7.0,0.512
863,2480,23.164597,112.7723,324.8,30.0,5.0,0.467
864,6559,23.162608,112.774626,170.9,30.9,12.0,0.761
865,1965,23.162451,112.776289,190.4,29.9,42.0,0.802
866,978,23.161946,112.778069,154.5,27.1,25.0,0.809
867,3700,23.160611,112.778488,169.4,33.4,29.0,0.789
868,1145,23.160058,112.780032,165.5,27.1,17.0,0.78
869,4996,23.158647,112.780547,168.0,28.3,20.0,0.821
870,1262,23.158076,112.782068,165.4,31.5,15.0,0.78
871,5776,23.156685,112.78264,163.4,29.7,17.0,0.815
872,1323,23.156098,112.784105,187.5,28.4,17.0,0.819
873,5846,23.15452,112.784754,141.7,33.1,16.0,0.776
874,1224,23.15402,112.786029,166.9,33.4,21.0,0.794
875,5120,23.152622,112.786622,309.7,67.0,5.0,0.377
876,3835,23.150572,112.788674,136.3,32.4,30.0,0.806
877,1285,23.149847,112.789749,172.0,32.3,39.0,0.821
878,2606,23.148468,112.790509,155.6,33.9,37.0,0.803
879,1050,23.147909,112.791905,173.2,25.0,34.0,0.839
880,2253,23.146418,112.792395,171.1,33.2,33.0,0.772
881,1132,23.146016,112.79401,173.9,25.0,15.0,0.682
882,3043,23.144477,112.794307,176.9,24.6,19.0,0.648
883,1190,23.144281,112.796024,209.0,25.0,35.0,0.771
884,1049,23.144046,112.798053,206.9,29.6,38.0,0.748
885,777,23.144327,112.800053,155.5,21.4,5.0,0.502
886,971,23.145722,112.799935,214.8,34.7,38.0,0.694
887,730,23.145655,112.802034,203.3,48.2,61.0,0.603
888,405,23.14578,112.804018,195.0,28.4,76.0,0.82
889,480,23.146111,112.805891,140.8,39.1,21.0,0.587
890,2385,23.147271,112.806443,173.8,44.5,32.0,0.566
891,661,23.147683,112.808082,206.6,32.8,50.0,0.636
892,345,23.148162,112.810035,138.6,42.3,32.0,0.615
893,2533,23.149322,112.810529,179.3,39.7,36.0,0.694
894,192,23.149955,112.812143,166.3,36.9,34.0,0.728
895,3549,23.151365,112.812686,143.0,31.1,41.0,0.828
896,213,23.152023,112.813889,170.6,67.0,18.0,0.349
897,3475,23.15252,112.815467,182.9,23.0,15.0,0.437
898,294,23.15412,112.815882,173.3,28.1,44.0,0.774
899,2112,23.154648,112.817477,141.4,27.1,37.0,0.842
