序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
254,7220,22.723996,113.66831,187.3,21.0,2.0,0.445
255,10663,22.722315,113.668185,315.9,24.7,1.0,0.454
256,10376,22.720443,113.670502,140.4,17.8,3.0,0.425
257,5811,22.719966,113.671769,201.9,21.5,5.0,0.489
258,7564,22.718165,113.67202,226.7,25.0,4.0,0.484
259,9444,22.716204,113.672625,490.6,31.0,1.0,0.405
260,8673,22.712136,113.674478,291.6,22.3,2.0,0.421
261,6565,22.710067,113.676225,215.1,23.2,5.0,0.483
262,7865,22.708138,113.676081,209.4,23.7,5.0,0.542
263,8663,22.706337,113.676678,253.9,33.5,4.0,0.549
264,6959,22.704206,113.677568,252.4,26.7,6.0,0.57
265,7642,22.701985,113.678077,223.0,29.3,6.0,0.504
266,7718,22.700007,113.67843,192.1,28.4,4.0,0.553
267,11594,22.698313,113.678798,65.6,23.2,2.0,0.48
268,9102,22.697838,113.679176,192.1,25.8,4.0,0.548
269,7277,22.696144,113.679545,234.5,20.7,6.0,0.514
270,7327,22.6941,113.680107,225.8,30.0,6.0,0.516
271,7205,22.692114,113.680567,269.5,17.7,4.0,0.511
272,9214,22.689773,113.681247,209.8,26.8,6.0,0.572
273,7304,22.68793,113.681685,196.9,25.6,6.0,0.507
274,7496,22.686219,113.682177,216.3,32.7,5.0,0.533
275,7424,22.684299,113.682517,179.0,24.2,3.0,0.481
276,11535,22.682715,113.682207,159.2,24.8,3.0,0.541
277,7791,22.681877,113.683464,212.9,27.6,6.0,0.457
278,6981,22.679976,113.683721,220.4,23.2,5.0,0.48
279,7331,22.678065,113.68429,209.9,23.5,4.0,0.484
280,9178,22.676205,113.684636,250.1,27.5,3.0,0.52
281,8118,22.674152,113.68563,231.0,17.4,5.0,0.479
282,7720,22.672101,113.685988,224.3,23.8,5.0,0.481
283,7644,22.670153,113.686554,231.2,27.8,5.0,0.516
284,7400,22.668214,113.687368,258.2,17.8,5.0,0.486
285,7890,22.665942,113.687887,230.8,23.2,4.0,0.492
286,7019,22.663915,113.688369,149.3,19.0,3.0,0.419
287,8517,22.662591,113.688616,304.5,20.6,3.0,0.5
288,7606,22.659968,113.689469,229.3,25.8,5.0,0.515
289,7712,22.657917,113.689694,198.4,23.0,4.0,0.431
290,7461,22.656159,113.690022,251.1,26.7,3.0,0.478
291,9702,22.65396,113.690578,257.2,20.5,3.0,0.451
292,7635,22.651932,113.691784,211.9,26.7,4.0,0.477
293,8237,22.650035,113.691982,229.8,16.5,4.0,0.456
294,8240,22.648009,113.692422,483.6,14.0,1.0,0.405
295,10710,22.643673,113.692792,232.8,30.0,1.0,0.405
296,7199,22.641983,113.69413,211.3,31.0,5.0,0.426
297,7848,22.640084,113.694212,165.9,19.0,1.0,0.405
298,7849,22.63989,113.695815,228.7,11.0,2.0,0.405
299,6265,22.637858,113.69616,196.0,16.5,2.0,0.396
300,6475,22.636112,113.696419,248.9,10.0,3.0,0.445
301,9414,22.633878,113.696251,188.3,19.5,4.0,0.475
302,8367,22.632186,113.696318,269.5,25.0,1.0,0.424
303,7714,22.630182,113.697795,240.8,24.0,3.0,0.471
304,7405,22.62802,113.697915,236.7,25.2,5.0,0.511
305,7066,22.625924,113.69832,171.6,34.3,4.0,0.443
306,9789,22.624383,113.698409,316.2,30.0,2.0,0.405
307,6970,22.621865,113.699839,218.0,26.0,6.0,0.513
308,7420,22.619937,113.700224,244.4,29.5,2.0,0.463
309,8471,22.618002,113.701354,278.6,14.0,1.0,0.405
310,8451,22.620179,113.702697,120.4,29.0,0.0,0.405
311,8249,22.619675,113.703735,188.9,11.0,1.0,0.405
312,6441,22.61798,113.703858,226.2,19.0,2.0,0.405
313,7554,22.616014,113.704421,207.6,9.0,1.0,0.405
314,11343,22.614153,113.704255,269.5,10.0,1.0,0.405
315,8192,22.611907,113.703266,230.1,19.0,5.0,0.509
316,6676,22.609896,113.70379,198.6,19.5,6.0,0.465
317,6670,22.608213,113.704438,167.2,23.0,4.0,0.538
318,10811,22.606767,113.704884,132.3,22.5,3.0,0.542
319,6412,22.605747,113.705549,203.9,22.2,6.0,0.538
320,6186,22.604015,113.706202,173.9,19.3,7.0,0.53
321,8054,22.602531,113.706739,120.4,24.2,5.0,0.537
322,7831,22.601589,113.707316,186.4,21.2,5.0,0.502
323,6235,22.599993,113.707869,215.4,22.8,7.0,0.538
324,6141,22.598158,113.708544,255.4,24.0,7.0,0.547
325,6392,22.596016,113.709442,224.2,29.0,7.0,0.523
326,6199,22.594091,113.710091,226.0,21.0,6.0,0.483
327,7039,22.592122,113.710635,68.6,20.0,4.0,0.508
328,12291,22.591703,113.711126,202.9,25.0,5.0,0.547
329,6713,22.589921,113.711554,200.5,28.4,7.0,0.519
330,6694,22.588188,113.71209,227.8,23.0,7.0,0.517
331,6804,22.586203,113.712639,102.5,18.4,3.0,0.482
332,11112,22.585493,113.713275,178.8,22.6,3.0,0.515
333,6641,22.583905,113.713549,228.6,17.0,6.0,0.458
334,6454,22.581923,113.714143,204.0,22.8,6.0,0.544
