序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
185,5801,23.134906,111.825634,198.7,26.2,3.0,0.688
186,9332,23.134925,111.827577,258.7,71.9,1.0,0.0
187,1015,23.135788,111.829927,210.1,27.9,43.0,0.794
188,1174,23.135991,111.831969,207.6,28.5,41.0,0.731
189,1479,23.136294,111.833973,197.4,29.4,38.0,0.784
190,1806,23.136526,111.835887,199.2,33.2,24.0,0.685
191,3181,23.136645,111.83783,269.2,18.0,7.0,0.405
192,3918,23.135656,111.840233,91.1,70.0,1.0,0.405
193,2492,23.135629,111.841123,269.8,28.0,1.0,0.405
194,10252,23.136648,111.843518,215.3,45.0,1.0,0.396
195,1747,23.138547,111.843927,174.9,25.6,13.0,0.717
196,5016,23.138729,111.845626,283.8,30.0,3.0,0.405
197,1141,23.140165,111.847919,267.6,74.3,5.0,0.0
198,1767,23.141546,111.850062,194.5,28.6,26.0,0.542
199,1121,23.14178,111.851948,299.7,83.2,1.0,0.0
200,3057,23.143441,111.854256,191.7,53.2,10.0,0.0
201,2467,23.143888,111.856067,192.3,53.4,11.0,0.0
202,2613,23.144123,111.85793,205.4,57.1,13.0,0.0
203,3055,23.143948,111.85993,201.7,30.0,13.0,0.405
204,3375,23.144,111.861902,206.7,28.5,9.0,0.463
205,3813,23.144146,111.863917,251.6,23.0,1.0,0.405
206,1339,23.141901,111.864231,265.0,34.5,3.0,0.433
207,6844,23.140827,111.866545,171.5,32.6,11.0,0.72
208,3079,23.140573,111.868199,299.7,44.5,1.0,0.398
209,10739,23.138841,111.870446,198.3,53.8,4.0,0.482
210,3762,23.138608,111.872368,179.2,33.9,28.0,0.749
211,1842,23.138034,111.874006,200.4,27.6,26.0,0.682
212,3111,23.137408,111.875843,104.3,29.2,21.0,0.725
213,3378,23.136626,111.876407,177.1,34.0,32.0,0.749
214,1985,23.135969,111.877985,194.3,32.6,27.0,0.618
215,2607,23.135755,111.879871,223.2,30.0,7.0,0.405
